PERIODO,ESTU_DEPTO_RESIDE,FAMI_ESTRATOVIVIENDA,FAMI_TIENEINTERNET,Estrato - Internet,PUNT_GLOBAL,Conteo
2019-01-01,VICHADA,Sin Estrato,Si,Sin Estrato - Si,213.66666666666666,6
2020-01-01,AMAZONAS,Estrato 1,No,Estrato 1 - No,215.3248407643312,157
2020-01-01,AMAZONAS,Estrato 1,Si,Estrato 1 - Si,226.15384615384616,26
2020-01-01,AMAZONAS,Estrato 2,No,Estrato 2 - No,228.3230769230769,130
2020-01-01,AMAZONAS,Estrato 2,Si,Estrato 2 - Si,231.62222222222223,45
2020-01-01,AMAZONAS,Estrato 3,No,Estrato 3 - No,233.64473684210526,76
2020-01-01,AMAZONAS,Estrato 3,Si,Estrato 3 - Si,269.93939393939394,33
2020-01-01,AMAZONAS,Sin Estrato,No,Sin Estrato - No,202.2183908045977,87
2020-01-01,AMAZONAS,Sin Estrato,Si,Sin Estrato - Si,221.15384615384616,13
2020-01-01,ANTIOQUIA,Estrato 1,No,Estrato 1 - No,217.198231292517,7350
2020-01-01,ANTIOQUIA,Estrato 1,Si,Estrato 1 - Si,233.32953044313678,8327
2020-01-01,ANTIOQUIA,Estrato 2,No,Estrato 2 - No,224.43139717425433,6370
2020-01-01,ANTIOQUIA,Estrato 2,Si,Estrato 2 - Si,246.9180404209742,21474
2020-01-01,ANTIOQUIA,Estrato 3,No,Estrato 3 - No,222.0884109916368,1674
2020-01-01,ANTIOQUIA,Estrato 3,Si,Estrato 3 - Si,260.62741042642494,16439
2020-01-01,ANTIOQUIA,Sin Estrato,No,Sin Estrato - No,201.59435364041605,673
2020-01-01,ANTIOQUIA,Sin Estrato,Si,Sin Estrato - Si,221.1698473282443,524
2020-01-01,ARAUCA,Estrato 1,No,Estrato 1 - No,236.61904761904762,903
2020-01-01,ARAUCA,Estrato 1,Si,Estrato 1 - Si,252.2849002849003,702
2020-01-01,ARAUCA,Estrato 2,No,Estrato 2 - No,233.31636363636363,275
2020-01-01,ARAUCA,Estrato 2,Si,Estrato 2 - Si,253.29646017699116,452
2020-01-01,ARAUCA,Estrato 3,No,Estrato 3 - No,221.54794520547946,73
2020-01-01,ARAUCA,Estrato 3,Si,Estrato 3 - Si,250.01273885350318,157
2020-01-01,ARAUCA,Sin Estrato,No,Sin Estrato - No,213.53284671532847,137
2020-01-01,ARAUCA,Sin Estrato,Si,Sin Estrato - Si,218.1917808219178,73
2020-01-01,ATLANTICO,Estrato 1,No,Estrato 1 - No,226.2277377794619,5278
2020-01-01,ATLANTICO,Estrato 1,Si,Estrato 1 - Si,247.3820564516129,5952
2020-01-01,ATLANTICO,Estrato 2,No,Estrato 2 - No,225.33961417676088,2229
2020-01-01,ATLANTICO,Estrato 2,Si,Estrato 2 - Si,254.2028901734104,6920
2020-01-01,ATLANTICO,Estrato 3,No,Estrato 3 - No,220.55745341614906,644
2020-01-01,ATLANTICO,Estrato 3,Si,Estrato 3 - Si,262.12032480314963,4064
2020-01-01,ATLANTICO,Sin Estrato,No,Sin Estrato - No,203.86533665835412,401
2020-01-01,ATLANTICO,Sin Estrato,Si,Sin Estrato - Si,218.2175438596491,285
2020-01-01,BOGOTA,Estrato 1,No,Estrato 1 - No,232.4580304031725,1513
2020-01-01,BOGOTA,Estrato 1,Si,Estrato 1 - Si,249.88105352591333,5885
2020-01-01,BOGOTA,Estrato 2,No,Estrato 2 - No,237.91107078039929,2755
2020-01-01,BOGOTA,Estrato 2,Si,Estrato 2 - Si,261.6845438224253,30635
2020-01-01,BOGOTA,Estrato 3,No,Estrato 3 - No,244.9116186693148,1007
2020-01-01,BOGOTA,Estrato 3,Si,Estrato 3 - Si,276.06702788723857,26392
2020-01-01,BOGOTA,Sin Estrato,No,Sin Estrato - No,225.23853211009174,109
2020-01-01,BOGOTA,Sin Estrato,Si,Sin Estrato - Si,245.2404181184669,287
2020-01-01,BOLIVAR,Estrato 1,No,Estrato 1 - No,217.59976226863645,5889
2020-01-01,BOLIVAR,Estrato 1,Si,Estrato 1 - Si,237.50721020521354,3606
2020-01-01,BOLIVAR,Estrato 2,No,Estrato 2 - No,217.69679300291546,2401
2020-01-01,BOLIVAR,Estrato 2,Si,Estrato 2 - Si,249.21815655396017,4318
2020-01-01,BOLIVAR,Estrato 3,No,Estrato 3 - No,207.3672131147541,915
2020-01-01,BOLIVAR,Estrato 3,Si,Estrato 3 - Si,257.73686305732485,2512
2020-01-01,BOLIVAR,Sin Estrato,No,Sin Estrato - No,199.64770070148091,1283
2020-01-01,BOLIVAR,Sin Estrato,Si,Sin Estrato - Si,206.38359201773835,451
2020-01-01,BOYACA,Estrato 1,No,Estrato 1 - No,240.99166350890488,2639
2020-01-01,BOYACA,Estrato 1,Si,Estrato 1 - Si,256.72783083219645,1466
2020-01-01,BOYACA,Estrato 2,No,Estrato 2 - No,246.60354330708662,2540
2020-01-01,BOYACA,Estrato 2,Si,Estrato 2 - Si,271.300508646999,4915
2020-01-01,BOYACA,Estrato 3,No,Estrato 3 - No,241.48377581120943,339
2020-01-01,BOYACA,Estrato 3,Si,Estrato 3 - Si,279.7849002849003,2106
2020-01-01,BOYACA,Sin Estrato,No,Sin Estrato - No,214.4757281553398,103
2020-01-01,BOYACA,Sin Estrato,Si,Sin Estrato - Si,247.3972602739726,73
2020-01-01,CALDAS,Estrato 1,No,Estrato 1 - No,228.5773899848255,1318
2020-01-01,CALDAS,Estrato 1,Si,Estrato 1 - Si,243.06682577565633,1257
2020-01-01,CALDAS,Estrato 2,No,Estrato 2 - No,234.2982158028887,1177
2020-01-01,CALDAS,Estrato 2,Si,Estrato 2 - Si,253.6144177449168,2705
2020-01-01,CALDAS,Estrato 3,No,Estrato 3 - No,226.8403361344538,238
2020-01-01,CALDAS,Estrato 3,Si,Estrato 3 - Si,270.0121512151215,2222
2020-01-01,CALDAS,Sin Estrato,No,Sin Estrato - No,220.25531914893617,94
2020-01-01,CALDAS,Sin Estrato,Si,Sin Estrato - Si,229.48387096774192,62
2020-01-01,CAQUETA,Estrato 1,No,Estrato 1 - No,227.29902491874324,923
2020-01-01,CAQUETA,Estrato 1,Si,Estrato 1 - Si,245.6626768226333,919
2020-01-01,CAQUETA,Estrato 2,No,Estrato 2 - No,227.16618911174785,349
2020-01-01,CAQUETA,Estrato 2,Si,Estrato 2 - Si,247.6055625790139,791
2020-01-01,CAQUETA,Estrato 3,No,Estrato 3 - No,220.6125,80
2020-01-01,CAQUETA,Estrato 3,Si,Estrato 3 - Si,251.64970059880238,334
2020-01-01,CAQUETA,Sin Estrato,No,Sin Estrato - No,210.26896551724138,145
2020-01-01,CAQUETA,Sin Estrato,Si,Sin Estrato - Si,219.91304347826087,69
2020-01-01,CASANARE,Estrato 1,No,Estrato 1 - No,236.55180722891566,1245
2020-01-01,CASANARE,Estrato 1,Si,Estrato 1 - Si,252.73440285204993,1122
2020-01-01,CASANARE,Estrato 2,No,Estrato 2 - No,239.6103448275862,580
2020-01-01,CASANARE,Estrato 2,Si,Estrato 2 - Si,257.5157740278797,1363
2020-01-01,CASANARE,Estrato 3,No,Estrato 3 - No,230.9561403508772,114
2020-01-01,CASANARE,Estrato 3,Si,Estrato 3 - Si,264.9382239382239,518
2020-01-01,CASANARE,Sin Estrato,No,Sin Estrato - No,220.7319587628866,97
2020-01-01,CASANARE,Sin Estrato,Si,Sin Estrato - Si,231.6,40
2020-01-01,CAUCA,Estrato 1,No,Estrato 1 - No,224.04848484848486,3300
2020-01-01,CAUCA,Estrato 1,Si,Estrato 1 - Si,241.67082616179002,2324
2020-01-01,CAUCA,Estrato 2,No,Estrato 2 - No,221.89789029535865,1185
2020-01-01,CAUCA,Estrato 2,Si,Estrato 2 - Si,250.7112827112827,2331
2020-01-01,CAUCA,Estrato 3,No,Estrato 3 - No,208.85714285714286,392
2020-01-01,CAUCA,Estrato 3,Si,Estrato 3 - Si,256.2610169491525,1180
2020-01-01,CAUCA,Sin Estrato,No,Sin Estrato - No,204.26934523809524,672
2020-01-01,CAUCA,Sin Estrato,Si,Sin Estrato - Si,214.58609271523179,302
2020-01-01,CESAR,Estrato 1,No,Estrato 1 - No,228.4858006042296,3310
2020-01-01,CESAR,Estrato 1,Si,Estrato 1 - Si,245.52404978136562,2973
2020-01-01,CESAR,Estrato 2,No,Estrato 2 - No,228.14300960512273,937
2020-01-01,CESAR,Estrato 2,Si,Estrato 2 - Si,253.41092539747248,2453
2020-01-01,CESAR,Estrato 3,No,Estrato 3 - No,217.9442231075697,251
2020-01-01,CESAR,Estrato 3,Si,Estrato 3 - Si,265.3503787878788,1056
2020-01-01,CESAR,Sin Estrato,No,Sin Estrato - No,212.13118811881188,404
2020-01-01,CESAR,Sin Estrato,Si,Sin Estrato - Si,210.53571428571428,168
2020-01-01,CHOCO,Estrato 1,No,Estrato 1 - No,210.8283105022831,1095
2020-01-01,CHOCO,Estrato 1,Si,Estrato 1 - Si,229.24064171122996,748
2020-01-01,CHOCO,Estrato 2,No,Estrato 2 - No,205.60511363636363,352
2020-01-01,CHOCO,Estrato 2,Si,Estrato 2 - Si,220.37179487179486,390
2020-01-01,CHOCO,Estrato 3,No,Estrato 3 - No,194.04040404040404,198
2020-01-01,CHOCO,Estrato 3,Si,Estrato 3 - Si,215.26538461538462,260
2020-01-01,CHOCO,Sin Estrato,No,Sin Estrato - No,192.0,406
2020-01-01,CHOCO,Sin Estrato,Si,Sin Estrato - Si,195.02463054187191,203
2020-01-01,CORDOBA,Estrato 1,No,Estrato 1 - No,228.98442156597127,7382
2020-01-01,CORDOBA,Estrato 1,Si,Estrato 1 - Si,252.33197969543147,3940
2020-01-01,CORDOBA,Estrato 2,No,Estrato 2 - No,220.8460704607046,1845
2020-01-01,CORDOBA,Estrato 2,Si,Estrato 2 - Si,256.12719665271965,2390
2020-01-01,CORDOBA,Estrato 3,No,Estrato 3 - No,212.2582322357019,577
2020-01-01,CORDOBA,Estrato 3,Si,Estrato 3 - Si,254.80905077262693,906
2020-01-01,CORDOBA,Sin Estrato,No,Sin Estrato - No,204.20765027322403,915
2020-01-01,CORDOBA,Sin Estrato,Si,Sin Estrato - Si,213.89617486338798,183
2020-01-01,CUNDINAMARCA,Estrato 1,No,Estrato 1 - No,235.35542816194913,2791
2020-01-01,CUNDINAMARCA,Estrato 1,Si,Estrato 1 - Si,247.53957055214724,3260
2020-01-01,CUNDINAMARCA,Estrato 2,No,Estrato 2 - No,241.2892892892893,2997
2020-01-01,CUNDINAMARCA,Estrato 2,Si,Estrato 2 - Si,260.1338629762515,11706
2020-01-01,CUNDINAMARCA,Estrato 3,No,Estrato 3 - No,241.1608108108108,740
2020-01-01,CUNDINAMARCA,Estrato 3,Si,Estrato 3 - Si,268.3062640059759,9371
2020-01-01,CUNDINAMARCA,Sin Estrato,No,Sin Estrato - No,224.99,200
2020-01-01,CUNDINAMARCA,Sin Estrato,Si,Sin Estrato - Si,241.79245283018867,212
2020-01-01,EXTRANJERO,Estrato 1,No,Estrato 1 - No,235.8,5
2020-01-01,EXTRANJERO,Estrato 1,Si,Estrato 1 - Si,280.0,6
2020-01-01,EXTRANJERO,Estrato 2,No,Estrato 2 - No,284.0,1
2020-01-01,EXTRANJERO,Estrato 2,Si,Estrato 2 - Si,244.0,2
2020-01-01,EXTRANJERO,Estrato 3,Si,Estrato 3 - Si,220.25,4
2020-01-01,EXTRANJERO,Sin Estrato,Si,Sin Estrato - Si,200.0,1
2020-01-01,GUAINIA,Estrato 1,No,Estrato 1 - No,229.40540540540542,74
2020-01-01,GUAINIA,Estrato 1,Si,Estrato 1 - Si,233.14285714285714,14
2020-01-01,GUAINIA,Estrato 2,No,Estrato 2 - No,237.3846153846154,39
2020-01-01,GUAINIA,Estrato 2,Si,Estrato 2 - Si,260.76666666666665,30
2020-01-01,GUAINIA,Estrato 3,No,Estrato 3 - No,206.55555555555554,9
2020-01-01,GUAINIA,Estrato 3,Si,Estrato 3 - Si,255.53333333333333,15
2020-01-01,GUAINIA,Sin Estrato,No,Sin Estrato - No,199.59016393442624,61
2020-01-01,GUAINIA,Sin Estrato,Si,Sin Estrato - Si,187.14285714285714,7
2020-01-01,GUAVIARE,Estrato 1,No,Estrato 1 - No,222.93534482758622,232
2020-01-01,GUAVIARE,Estrato 1,Si,Estrato 1 - Si,242.7173913043478,138
2020-01-01,GUAVIARE,Estrato 2,No,Estrato 2 - No,227.8494623655914,93
2020-01-01,GUAVIARE,Estrato 2,Si,Estrato 2 - Si,243.49068322981367,161
2020-01-01,GUAVIARE,Estrato 3,No,Estrato 3 - No,222.61904761904762,21
2020-01-01,GUAVIARE,Estrato 3,Si,Estrato 3 - Si,235.40677966101694,59
2020-01-01,GUAVIARE,Sin Estrato,No,Sin Estrato - No,219.12962962962962,54
2020-01-01,GUAVIARE,Sin Estrato,Si,Sin Estrato - Si,198.41666666666666,12
2020-01-01,HUILA,Estrato 1,No,Estrato 1 - No,238.785687523417,2669
2020-01-01,HUILA,Estrato 1,Si,Estrato 1 - Si,250.39137017411053,2642
2020-01-01,HUILA,Estrato 2,No,Estrato 2 - No,238.9099836333879,1222
2020-01-01,HUILA,Estrato 2,Si,Estrato 2 - Si,260.9384615384615,3510
2020-01-01,HUILA,Estrato 3,No,Estrato 3 - No,226.01960784313727,153
2020-01-01,HUILA,Estrato 3,Si,Estrato 3 - Si,270.8046103183315,911
2020-01-01,HUILA,Sin Estrato,No,Sin Estrato - No,213.3181818181818,132
2020-01-01,HUILA,Sin Estrato,Si,Sin Estrato - Si,230.34343434343435,99
2020-01-01,LA GUAJIRA,Estrato 1,No,Estrato 1 - No,221.80129032258066,1550
2020-01-01,LA GUAJIRA,Estrato 1,Si,Estrato 1 - Si,239.93305785123968,1210
2020-01-01,LA GUAJIRA,Estrato 2,No,Estrato 2 - No,222.49867724867724,756
2020-01-01,LA GUAJIRA,Estrato 2,Si,Estrato 2 - Si,249.82915717539862,1317
2020-01-01,LA GUAJIRA,Estrato 3,No,Estrato 3 - No,211.50557620817844,269
2020-01-01,LA GUAJIRA,Estrato 3,Si,Estrato 3 - Si,246.76265270506107,573
2020-01-01,LA GUAJIRA,Sin Estrato,No,Sin Estrato - No,198.37545787545787,1092
2020-01-01,LA GUAJIRA,Sin Estrato,Si,Sin Estrato - Si,208.75886524822695,282
2020-01-01,MAGDALENA,Estrato 1,No,Estrato 1 - No,217.47889217531593,3719
2020-01-01,MAGDALENA,Estrato 1,Si,Estrato 1 - Si,233.7202247191011,2670
2020-01-01,MAGDALENA,Estrato 2,No,Estrato 2 - No,215.54304160688665,1394
2020-01-01,MAGDALENA,Estrato 2,Si,Estrato 2 - Si,237.89388794567063,2356
2020-01-01,MAGDALENA,Estrato 3,No,Estrato 3 - No,210.930966469428,507
2020-01-01,MAGDALENA,Estrato 3,Si,Estrato 3 - Si,250.88492990654206,1712
2020-01-01,MAGDALENA,Sin Estrato,No,Sin Estrato - No,201.63685344827587,928
2020-01-01,MAGDALENA,Sin Estrato,Si,Sin Estrato - Si,209.62135922330097,309
2020-01-01,META,Estrato 1,No,Estrato 1 - No,233.6747149564051,1491
2020-01-01,META,Estrato 1,Si,Estrato 1 - Si,248.24151898734178,1975
2020-01-01,META,Estrato 2,No,Estrato 2 - No,236.302192564347,1049
2020-01-01,META,Estrato 2,Si,Estrato 2 - Si,252.8156337589536,3211
2020-01-01,META,Estrato 3,No,Estrato 3 - No,235.97967479674796,246
2020-01-01,META,Estrato 3,Si,Estrato 3 - Si,267.0826787928896,2419
2020-01-01,META,Sin Estrato,No,Sin Estrato - No,219.455,200
2020-01-01,META,Sin Estrato,Si,Sin Estrato - Si,224.47619047619048,84
2020-01-01,NARIÑO,Estrato 1,No,Estrato 1 - No,239.73087518542064,4719
2020-01-01,NARIÑO,Estrato 1,Si,Estrato 1 - Si,257.2963281698221,3486
2020-01-01,NARIÑO,Estrato 2,No,Estrato 2 - No,235.84550797649035,1191
2020-01-01,NARIÑO,Estrato 2,Si,Estrato 2 - Si,265.52655367231637,2655
2020-01-01,NARIÑO,Estrato 3,No,Estrato 3 - No,216.6525679758308,331
2020-01-01,NARIÑO,Estrato 3,Si,Estrato 3 - Si,272.60421735604217,1233
2020-01-01,NARIÑO,Sin Estrato,No,Sin Estrato - No,207.53816046966733,511
2020-01-01,NARIÑO,Sin Estrato,Si,Sin Estrato - Si,226.34552845528455,246
2020-01-01,NORTE SANTANDER,Estrato 1,No,Estrato 1 - No,240.79686411149825,2870
2020-01-01,NORTE SANTANDER,Estrato 1,Si,Estrato 1 - Si,257.64647160068847,2905
2020-01-01,NORTE SANTANDER,Estrato 2,No,Estrato 2 - No,242.13018096906012,1713
2020-01-01,NORTE SANTANDER,Estrato 2,Si,Estrato 2 - Si,265.63287864534334,4252
2020-01-01,NORTE SANTANDER,Estrato 3,No,Estrato 3 - No,231.5589519650655,229
2020-01-01,NORTE SANTANDER,Estrato 3,Si,Estrato 3 - Si,274.3403973509934,1510
2020-01-01,NORTE SANTANDER,Sin Estrato,No,Sin Estrato - No,213.4873417721519,158
2020-01-01,NORTE SANTANDER,Sin Estrato,Si,Sin Estrato - Si,237.43529411764706,85
2020-01-01,PUTUMAYO,Estrato 1,No,Estrato 1 - No,231.5869365225391,1087
2020-01-01,PUTUMAYO,Estrato 1,Si,Estrato 1 - Si,252.09287257019437,926
2020-01-01,PUTUMAYO,Estrato 2,No,Estrato 2 - No,225.99141630901286,233
2020-01-01,PUTUMAYO,Estrato 2,Si,Estrato 2 - Si,253.67489711934155,486
2020-01-01,PUTUMAYO,Estrato 3,No,Estrato 3 - No,224.03896103896105,77
2020-01-01,PUTUMAYO,Estrato 3,Si,Estrato 3 - Si,248.2828282828283,198
2020-01-01,PUTUMAYO,Sin Estrato,No,Sin Estrato - No,211.1934426229508,305
2020-01-01,PUTUMAYO,Sin Estrato,Si,Sin Estrato - Si,229.89830508474577,118
2020-01-01,QUINDIO,Estrato 1,No,Estrato 1 - No,230.28130360205833,583
2020-01-01,QUINDIO,Estrato 1,Si,Estrato 1 - Si,246.94098360655738,915
2020-01-01,QUINDIO,Estrato 2,No,Estrato 2 - No,238.099173553719,484
2020-01-01,QUINDIO,Estrato 2,Si,Estrato 2 - Si,255.67337550316273,1739
2020-01-01,QUINDIO,Estrato 3,No,Estrato 3 - No,232.2340425531915,94
2020-01-01,QUINDIO,Estrato 3,Si,Estrato 3 - Si,268.1914722445696,1243
2020-01-01,QUINDIO,Sin Estrato,No,Sin Estrato - No,211.70212765957447,47
2020-01-01,QUINDIO,Sin Estrato,Si,Sin Estrato - Si,231.1590909090909,44
2020-01-01,RISARALDA,Estrato 1,No,Estrato 1 - No,231.40276179516687,869
2020-01-01,RISARALDA,Estrato 1,Si,Estrato 1 - Si,245.1890756302521,1190
2020-01-01,RISARALDA,Estrato 2,No,Estrato 2 - No,233.02918781725887,788
2020-01-01,RISARALDA,Estrato 2,Si,Estrato 2 - Si,254.61461318051576,2792
2020-01-01,RISARALDA,Estrato 3,No,Estrato 3 - No,236.46368715083798,179
2020-01-01,RISARALDA,Estrato 3,Si,Estrato 3 - Si,263.32160312805473,2046
2020-01-01,RISARALDA,Sin Estrato,No,Sin Estrato - No,206.5818181818182,55
2020-01-01,RISARALDA,Sin Estrato,Si,Sin Estrato - Si,215.72,50
2020-01-01,SAN ANDRES,Estrato 1,No,Estrato 1 - No,223.52325581395348,86
2020-01-01,SAN ANDRES,Estrato 1,Si,Estrato 1 - Si,225.9375,48
2020-01-01,SAN ANDRES,Estrato 2,No,Estrato 2 - No,228.13013698630138,146
2020-01-01,SAN ANDRES,Estrato 2,Si,Estrato 2 - Si,243.6764705882353,102
2020-01-01,SAN ANDRES,Estrato 3,No,Estrato 3 - No,241.578125,64
2020-01-01,SAN ANDRES,Estrato 3,Si,Estrato 3 - Si,257.32,75
2020-01-01,SAN ANDRES,Sin Estrato,No,Sin Estrato - No,178.85714285714286,7
2020-01-01,SAN ANDRES,Sin Estrato,Si,Sin Estrato - Si,263.2,5
2020-01-01,SANTANDER,Estrato 1,No,Estrato 1 - No,245.94509345794393,3424
2020-01-01,SANTANDER,Estrato 1,Si,Estrato 1 - Si,257.2353109773574,3489
2020-01-01,SANTANDER,Estrato 2,No,Estrato 2 - No,248.4942298043151,1993
2020-01-01,SANTANDER,Estrato 2,Si,Estrato 2 - Si,266.9011075949367,6320
2020-01-01,SANTANDER,Estrato 3,No,Estrato 3 - No,239.57330415754925,457
2020-01-01,SANTANDER,Estrato 3,Si,Estrato 3 - Si,276.7886956521739,4600
2020-01-01,SANTANDER,Sin Estrato,No,Sin Estrato - No,224.9731182795699,186
2020-01-01,SANTANDER,Sin Estrato,Si,Sin Estrato - Si,248.0506329113924,158
2020-01-01,SUCRE,Estrato 1,No,Estrato 1 - No,227.45614558472553,3352
2020-01-01,SUCRE,Estrato 1,Si,Estrato 1 - Si,251.83367662203912,1942
2020-01-01,SUCRE,Estrato 2,No,Estrato 2 - No,221.86844809866392,973
2020-01-01,SUCRE,Estrato 2,Si,Estrato 2 - Si,259.4693381906497,1647
2020-01-01,SUCRE,Estrato 3,No,Estrato 3 - No,207.08196721311475,305
2020-01-01,SUCRE,Estrato 3,Si,Estrato 3 - Si,252.65067178502878,521
2020-01-01,SUCRE,Sin Estrato,No,Sin Estrato - No,204.75249500998004,501
2020-01-01,SUCRE,Sin Estrato,Si,Sin Estrato - Si,210.66037735849056,106
2020-01-01,TOLIMA,Estrato 1,No,Estrato 1 - No,225.13687359760658,2674
2020-01-01,TOLIMA,Estrato 1,Si,Estrato 1 - Si,239.24078624078624,2035
2020-01-01,TOLIMA,Estrato 2,No,Estrato 2 - No,227.6748436748437,2079
2020-01-01,TOLIMA,Estrato 2,Si,Estrato 2 - Si,250.94011616262767,4993
2020-01-01,TOLIMA,Estrato 3,No,Estrato 3 - No,223.03692307692307,325
2020-01-01,TOLIMA,Estrato 3,Si,Estrato 3 - Si,262.83790060380863,2153
2020-01-01,TOLIMA,Sin Estrato,No,Sin Estrato - No,207.5639534883721,172
2020-01-01,TOLIMA,Sin Estrato,Si,Sin Estrato - Si,221.97560975609755,82
2020-01-01,VALLE,Estrato 1,No,Estrato 1 - No,225.71593601895734,3376
2020-01-01,VALLE,Estrato 1,Si,Estrato 1 - Si,243.46602926263944,6903
2020-01-01,VALLE,Estrato 2,No,Estrato 2 - No,231.9141999141999,2331
2020-01-01,VALLE,Estrato 2,Si,Estrato 2 - Si,254.4333668497177,12929
2020-01-01,VALLE,Estrato 3,No,Estrato 3 - No,229.55374592833877,614
2020-01-01,VALLE,Estrato 3,Si,Estrato 3 - Si,262.6161735235176,8483
2020-01-01,VALLE,Sin Estrato,No,Sin Estrato - No,208.01506024096386,332
2020-01-01,VALLE,Sin Estrato,Si,Sin Estrato - Si,225.8510101010101,396
2020-01-01,VAUPES,Estrato 1,No,Estrato 1 - No,220.3706896551724,116
2020-01-01,VAUPES,Estrato 1,Si,Estrato 1 - Si,227.33333333333334,6
2020-01-01,VAUPES,Estrato 2,No,Estrato 2 - No,214.5,30
2020-01-01,VAUPES,Estrato 2,Si,Estrato 2 - Si,223.66666666666666,12
2020-01-01,VAUPES,Estrato 3,No,Estrato 3 - No,204.65,20
2020-01-01,VAUPES,Estrato 3,Si,Estrato 3 - Si,209.28571428571428,7
2020-01-01,VAUPES,Sin Estrato,No,Sin Estrato - No,195.96,75
2020-01-01,VAUPES,Sin Estrato,Si,Sin Estrato - Si,201.16666666666666,6
2020-01-01,VICHADA,Estrato 1,No,Estrato 1 - No,233.21787709497207,179
2020-01-01,VICHADA,Estrato 1,Si,Estrato 1 - Si,229.95454545454547,44
2020-01-01,VICHADA,Estrato 2,No,Estrato 2 - No,221.27586206896552,58
2020-01-01,VICHADA,Estrato 2,Si,Estrato 2 - Si,231.64705882352942,34
2020-01-01,VICHADA,Estrato 3,No,Estrato 3 - No,218.75,28
2020-01-01,VICHADA,Estrato 3,Si,Estrato 3 - Si,238.25,24
2020-01-01,VICHADA,Sin Estrato,No,Sin Estrato - No,198.80851063829786,94
2020-01-01,VICHADA,Sin Estrato,Si,Sin Estrato - Si,244.2,10
