PERIODO,ESTU_DEPTO_RESIDE,FAMI_ESTRATOVIVIENDA,ESTU_DEDICACIONINTERNET,Estrato - Internet,PUNT_GLOBAL,Conteo
2019-01-01,VICHADA,Sin Estrato,SI,Sin Estrato - SI,206.0810810810811,74
2020-01-01,AMAZONAS,Estrato 1,NO,Estrato 1 - NO,205.5,36
2020-01-01,AMAZONAS,Estrato 1,SI,Estrato 1 - SI,219.41610738255034,149
2020-01-01,AMAZONAS,Estrato 2,NO,Estrato 2 - NO,211.04761904761904,21
2020-01-01,AMAZONAS,Estrato 2,SI,Estrato 2 - SI,231.79738562091504,153
2020-01-01,AMAZONAS,Estrato 3,NO,Estrato 3 - NO,225.88888888888889,9
2020-01-01,AMAZONAS,Estrato 3,SI,Estrato 3 - SI,245.05882352941177,102
2020-01-01,AMAZONAS,Sin Estrato,NO,Sin Estrato - NO,194.74285714285713,35
2020-01-01,AMAZONAS,Sin Estrato,SI,Sin Estrato - SI,210.4516129032258,62
2020-01-01,ANTIOQUIA,Estrato 1,NO,Estrato 1 - NO,208.47149643705464,1684
2020-01-01,ANTIOQUIA,Estrato 1,SI,Estrato 1 - SI,227.83764234047123,13963
2020-01-01,ANTIOQUIA,Estrato 2,NO,Estrato 2 - NO,212.18330605564648,1222
2020-01-01,ANTIOQUIA,Estrato 2,SI,Estrato 2 - SI,243.12832656743348,26604
2020-01-01,ANTIOQUIA,Estrato 3,NO,Estrato 3 - NO,213.99162011173183,358
2020-01-01,ANTIOQUIA,Estrato 3,SI,Estrato 3 - SI,257.89021089432725,17734
2020-01-01,ANTIOQUIA,Sin Estrato,NO,Sin Estrato - NO,195.74107142857142,224
2020-01-01,ANTIOQUIA,Sin Estrato,SI,Sin Estrato - SI,213.23848515864893,977
2020-01-01,ARAUCA,Estrato 1,NO,Estrato 1 - NO,225.795,200
2020-01-01,ARAUCA,Estrato 1,SI,Estrato 1 - SI,245.90014265335236,1402
2020-01-01,ARAUCA,Estrato 2,NO,Estrato 2 - NO,224.44642857142858,56
2020-01-01,ARAUCA,Estrato 2,SI,Estrato 2 - SI,247.4345238095238,672
2020-01-01,ARAUCA,Estrato 3,NO,Estrato 3 - NO,200.16666666666666,12
2020-01-01,ARAUCA,Estrato 3,SI,Estrato 3 - SI,243.22477064220183,218
2020-01-01,ARAUCA,Sin Estrato,NO,Sin Estrato - NO,210.52941176470588,34
2020-01-01,ARAUCA,Sin Estrato,SI,Sin Estrato - SI,216.01142857142858,175
2020-01-01,ATLANTICO,Estrato 1,NO,Estrato 1 - NO,220.265625,704
2020-01-01,ATLANTICO,Estrato 1,SI,Estrato 1 - SI,238.56072720350275,10506
2020-01-01,ATLANTICO,Estrato 2,NO,Estrato 2 - NO,220.8397212543554,287
2020-01-01,ATLANTICO,Estrato 2,SI,Estrato 2 - SI,248.07990506329114,8848
2020-01-01,ATLANTICO,Estrato 3,NO,Estrato 3 - NO,221.4144144144144,111
2020-01-01,ATLANTICO,Estrato 3,SI,Estrato 3 - SI,257.25739773716276,4596
2020-01-01,ATLANTICO,Sin Estrato,NO,Sin Estrato - NO,195.3896103896104,77
2020-01-01,ATLANTICO,Sin Estrato,SI,Sin Estrato - SI,211.55829228243022,609
2020-01-01,BOGOTA,Estrato 1,NO,Estrato 1 - NO,225.974930362117,359
2020-01-01,BOGOTA,Estrato 1,SI,Estrato 1 - SI,247.40114041339984,7015
2020-01-01,BOGOTA,Estrato 2,NO,Estrato 2 - NO,231.60056657223797,706
2020-01-01,BOGOTA,Estrato 2,SI,Estrato 2 - SI,260.34308404623926,32613
2020-01-01,BOGOTA,Estrato 3,NO,Estrato 3 - NO,241.48062015503876,258
2020-01-01,BOGOTA,Estrato 3,SI,Estrato 3 - SI,275.25766304749243,27078
2020-01-01,BOGOTA,Sin Estrato,NO,Sin Estrato - NO,214.11111111111111,27
2020-01-01,BOGOTA,Sin Estrato,SI,Sin Estrato - SI,241.1120218579235,366
2020-01-01,BOLIVAR,Estrato 1,NO,Estrato 1 - NO,211.6778947368421,950
2020-01-01,BOLIVAR,Estrato 1,SI,Estrato 1 - SI,226.58693867979832,8529
2020-01-01,BOLIVAR,Estrato 2,NO,Estrato 2 - NO,214.6552795031056,322
2020-01-01,BOLIVAR,Estrato 2,SI,Estrato 2 - SI,239.17824110362125,6379
2020-01-01,BOLIVAR,Estrato 3,NO,Estrato 3 - NO,203.01418439716312,141
2020-01-01,BOLIVAR,Estrato 3,SI,Estrato 3 - SI,246.03595368677637,3282
2020-01-01,BOLIVAR,Sin Estrato,NO,Sin Estrato - NO,195.2225806451613,310
2020-01-01,BOLIVAR,Sin Estrato,SI,Sin Estrato - SI,202.78263937896966,1417
2020-01-01,BOYACA,Estrato 1,NO,Estrato 1 - NO,236.1875,592
2020-01-01,BOYACA,Estrato 1,SI,Estrato 1 - SI,248.30696744717304,3502
2020-01-01,BOYACA,Estrato 2,NO,Estrato 2 - NO,239.5916870415648,409
2020-01-01,BOYACA,Estrato 2,SI,Estrato 2 - SI,264.1990898748578,7032
2020-01-01,BOYACA,Estrato 3,NO,Estrato 3 - NO,236.17777777777778,45
2020-01-01,BOYACA,Estrato 3,SI,Estrato 3 - SI,275.375156838143,2391
2020-01-01,BOYACA,Sin Estrato,NO,Sin Estrato - NO,217.22222222222223,36
2020-01-01,BOYACA,Sin Estrato,SI,Sin Estrato - SI,229.5036496350365,137
2020-01-01,CALDAS,Estrato 1,NO,Estrato 1 - NO,222.712,250
2020-01-01,CALDAS,Estrato 1,SI,Estrato 1 - SI,237.04225959465288,2319
2020-01-01,CALDAS,Estrato 2,NO,Estrato 2 - NO,227.36516853932585,178
2020-01-01,CALDAS,Estrato 2,SI,Estrato 2 - SI,248.7387192650635,3701
2020-01-01,CALDAS,Estrato 3,NO,Estrato 3 - NO,228.52941176470588,34
2020-01-01,CALDAS,Estrato 3,SI,Estrato 3 - SI,266.14714344430746,2433
2020-01-01,CALDAS,Sin Estrato,NO,Sin Estrato - NO,216.07142857142858,28
2020-01-01,CALDAS,Sin Estrato,SI,Sin Estrato - SI,225.4921875,128
2020-01-01,CAQUETA,Estrato 1,NO,Estrato 1 - NO,218.35185185185185,216
2020-01-01,CAQUETA,Estrato 1,SI,Estrato 1 - SI,238.92227020357805,1621
2020-01-01,CAQUETA,Estrato 2,NO,Estrato 2 - NO,219.31147540983608,61
2020-01-01,CAQUETA,Estrato 2,SI,Estrato 2 - SI,242.3531047265987,1079
2020-01-01,CAQUETA,Estrato 3,NO,Estrato 3 - NO,221.56521739130434,23
2020-01-01,CAQUETA,Estrato 3,SI,Estrato 3 - SI,247.43669250645993,387
2020-01-01,CAQUETA,Sin Estrato,NO,Sin Estrato - NO,202.44897959183675,49
2020-01-01,CAQUETA,Sin Estrato,SI,Sin Estrato - SI,217.09876543209876,162
2020-01-01,CASANARE,Estrato 1,NO,Estrato 1 - NO,229.25632911392404,316
2020-01-01,CASANARE,Estrato 1,SI,Estrato 1 - SI,246.59646539027983,2037
2020-01-01,CASANARE,Estrato 2,NO,Estrato 2 - NO,241.66666666666666,123
2020-01-01,CASANARE,Estrato 2,SI,Estrato 2 - SI,252.7788196359625,1813
2020-01-01,CASANARE,Estrato 3,NO,Estrato 3 - NO,240.1904761904762,21
2020-01-01,CASANARE,Estrato 3,SI,Estrato 3 - SI,259.35081967213114,610
2020-01-01,CASANARE,Sin Estrato,NO,Sin Estrato - NO,212.21212121212122,33
2020-01-01,CASANARE,Sin Estrato,SI,Sin Estrato - SI,227.19417475728156,103
2020-01-01,CAUCA,Estrato 1,NO,Estrato 1 - NO,220.04273504273505,702
2020-01-01,CAUCA,Estrato 1,SI,Estrato 1 - SI,233.06332992849846,4895
2020-01-01,CAUCA,Estrato 2,NO,Estrato 2 - NO,218.52403846153845,208
2020-01-01,CAUCA,Estrato 2,SI,Estrato 2 - SI,242.3003640776699,3296
2020-01-01,CAUCA,Estrato 3,NO,Estrato 3 - NO,205.3448275862069,87
2020-01-01,CAUCA,Estrato 3,SI,Estrato 3 - SI,246.72647257955316,1477
2020-01-01,CAUCA,Sin Estrato,NO,Sin Estrato - NO,200.22340425531914,188
2020-01-01,CAUCA,Sin Estrato,SI,Sin Estrato - SI,208.98096446700507,788
2020-01-01,CESAR,Estrato 1,NO,Estrato 1 - NO,222.0730050933786,589
2020-01-01,CESAR,Estrato 1,SI,Estrato 1 - SI,238.00916138125442,5676
2020-01-01,CESAR,Estrato 2,NO,Estrato 2 - NO,229.50704225352112,142
2020-01-01,CESAR,Estrato 2,SI,Estrato 2 - SI,247.28743439333127,3239
2020-01-01,CESAR,Estrato 3,NO,Estrato 3 - NO,214.82051282051282,39
2020-01-01,CESAR,Estrato 3,SI,Estrato 3 - SI,257.61885895404123,1262
2020-01-01,CESAR,Sin Estrato,NO,Sin Estrato - NO,209.75892857142858,112
2020-01-01,CESAR,Sin Estrato,SI,Sin Estrato - SI,212.017316017316,462
2020-01-01,CHOCO,Estrato 1,NO,Estrato 1 - NO,206.90995260663507,211
2020-01-01,CHOCO,Estrato 1,SI,Estrato 1 - SI,219.70613496932515,1630
2020-01-01,CHOCO,Estrato 2,NO,Estrato 2 - NO,198.84126984126985,63
2020-01-01,CHOCO,Estrato 2,SI,Estrato 2 - SI,214.10962962962964,675
2020-01-01,CHOCO,Estrato 3,NO,Estrato 3 - NO,180.75757575757575,33
2020-01-01,CHOCO,Estrato 3,SI,Estrato 3 - SI,208.0655737704918,427
2020-01-01,CHOCO,Sin Estrato,NO,Sin Estrato - NO,191.44736842105263,114
2020-01-01,CHOCO,Sin Estrato,SI,Sin Estrato - SI,193.24340770791076,493
2020-01-01,CORDOBA,Estrato 1,NO,Estrato 1 - NO,222.09293089753774,1259
2020-01-01,CORDOBA,Estrato 1,SI,Estrato 1 - SI,239.00567559494175,10043
2020-01-01,CORDOBA,Estrato 2,NO,Estrato 2 - NO,216.7871485943775,249
2020-01-01,CORDOBA,Estrato 2,SI,Estrato 2 - SI,242.2006537591149,3977
2020-01-01,CORDOBA,Estrato 3,NO,Estrato 3 - NO,207.1578947368421,95
2020-01-01,CORDOBA,Estrato 3,SI,Estrato 3 - SI,240.51694304253786,1387
2020-01-01,CORDOBA,Sin Estrato,NO,Sin Estrato - NO,200.33636363636364,220
2020-01-01,CORDOBA,Sin Estrato,SI,Sin Estrato - SI,207.29680365296804,876
2020-01-01,CUNDINAMARCA,Estrato 1,NO,Estrato 1 - NO,228.94818652849742,579
2020-01-01,CUNDINAMARCA,Estrato 1,SI,Estrato 1 - SI,243.31342736764975,5459
2020-01-01,CUNDINAMARCA,Estrato 2,NO,Estrato 2 - NO,233.1178781925344,509
2020-01-01,CUNDINAMARCA,Estrato 2,SI,Estrato 2 - SI,257.18532900310646,14164
2020-01-01,CUNDINAMARCA,Estrato 3,NO,Estrato 3 - NO,240.768115942029,138
2020-01-01,CUNDINAMARCA,Estrato 3,SI,Estrato 3 - SI,266.7310164724789,9956
2020-01-01,CUNDINAMARCA,Sin Estrato,NO,Sin Estrato - NO,213.1904761904762,42
2020-01-01,CUNDINAMARCA,Sin Estrato,SI,Sin Estrato - SI,235.84097035040432,371
2020-01-01,EXTRANJERO,Estrato 1,NO,Estrato 1 - NO,242.5,2
2020-01-01,EXTRANJERO,Estrato 1,SI,Estrato 1 - SI,263.77777777777777,9
2020-01-01,EXTRANJERO,Estrato 2,SI,Estrato 2 - SI,244.0,2
2020-01-01,EXTRANJERO,Estrato 3,SI,Estrato 3 - SI,220.25,4
2020-01-01,EXTRANJERO,Sin Estrato,SI,Sin Estrato - SI,200.0,1
2020-01-01,GUAINIA,Estrato 1,NO,Estrato 1 - NO,214.91666666666666,24
2020-01-01,GUAINIA,Estrato 1,SI,Estrato 1 - SI,235.4920634920635,63
2020-01-01,GUAINIA,Estrato 2,NO,Estrato 2 - NO,222.85714285714286,7
2020-01-01,GUAINIA,Estrato 2,SI,Estrato 2 - SI,250.33870967741936,62
2020-01-01,GUAINIA,Estrato 3,NO,Estrato 3 - NO,213.5,2
2020-01-01,GUAINIA,Estrato 3,SI,Estrato 3 - SI,239.3181818181818,22
2020-01-01,GUAINIA,Sin Estrato,NO,Sin Estrato - NO,190.42307692307693,26
2020-01-01,GUAINIA,Sin Estrato,SI,Sin Estrato - SI,203.28571428571428,42
2020-01-01,GUAVIARE,Estrato 1,NO,Estrato 1 - NO,217.5735294117647,68
2020-01-01,GUAVIARE,Estrato 1,SI,Estrato 1 - SI,233.11371237458195,299
2020-01-01,GUAVIARE,Estrato 2,NO,Estrato 2 - NO,230.6818181818182,22
2020-01-01,GUAVIARE,Estrato 2,SI,Estrato 2 - SI,238.73706896551724,232
2020-01-01,GUAVIARE,Estrato 3,NO,Estrato 3 - NO,221.0,5
2020-01-01,GUAVIARE,Estrato 3,SI,Estrato 3 - SI,232.78666666666666,75
2020-01-01,GUAVIARE,Sin Estrato,NO,Sin Estrato - NO,219.6315789473684,19
2020-01-01,GUAVIARE,Sin Estrato,SI,Sin Estrato - SI,213.47826086956522,46
2020-01-01,HUILA,Estrato 1,NO,Estrato 1 - NO,237.6094890510949,548
2020-01-01,HUILA,Estrato 1,SI,Estrato 1 - SI,245.45437302423605,4745
2020-01-01,HUILA,Estrato 2,NO,Estrato 2 - NO,237.05102040816325,196
2020-01-01,HUILA,Estrato 2,SI,Estrato 2 - SI,256.0375773651636,4524
2020-01-01,HUILA,Estrato 3,NO,Estrato 3 - NO,226.375,24
2020-01-01,HUILA,Estrato 3,SI,Estrato 3 - SI,265.09152215799617,1038
2020-01-01,HUILA,Sin Estrato,NO,Sin Estrato - NO,210.13636363636363,44
2020-01-01,HUILA,Sin Estrato,SI,Sin Estrato - SI,222.5215053763441,186
2020-01-01,LA GUAJIRA,Estrato 1,NO,Estrato 1 - NO,214.06148867313917,309
2020-01-01,LA GUAJIRA,Estrato 1,SI,Estrato 1 - SI,231.59729619008604,2441
2020-01-01,LA GUAJIRA,Estrato 2,NO,Estrato 2 - NO,209.63846153846154,130
2020-01-01,LA GUAJIRA,Estrato 2,SI,Estrato 2 - SI,241.71634863331613,1939
2020-01-01,LA GUAJIRA,Estrato 3,NO,Estrato 3 - NO,206.96,50
2020-01-01,LA GUAJIRA,Estrato 3,SI,Estrato 3 - SI,237.4294790343075,787
2020-01-01,LA GUAJIRA,Sin Estrato,NO,Sin Estrato - NO,193.42857142857142,364
2020-01-01,LA GUAJIRA,Sin Estrato,SI,Sin Estrato - SI,202.97720515361743,1009
2020-01-01,MAGDALENA,Estrato 1,NO,Estrato 1 - NO,211.86363636363637,638
2020-01-01,MAGDALENA,Estrato 1,SI,Estrato 1 - SI,225.59022687609075,5730
2020-01-01,MAGDALENA,Estrato 2,NO,Estrato 2 - NO,215.06435643564356,202
2020-01-01,MAGDALENA,Estrato 2,SI,Estrato 2 - SI,230.44215575620768,3544
2020-01-01,MAGDALENA,Estrato 3,NO,Estrato 3 - NO,203.43243243243242,74
2020-01-01,MAGDALENA,Estrato 3,SI,Estrato 3 - SI,243.03777985074626,2144
2020-01-01,MAGDALENA,Sin Estrato,NO,Sin Estrato - NO,198.55605381165918,223
2020-01-01,MAGDALENA,Sin Estrato,SI,Sin Estrato - SI,204.836815920398,1005
2020-01-01,META,Estrato 1,NO,Estrato 1 - NO,226.5653594771242,306
2020-01-01,META,Estrato 1,SI,Estrato 1 - SI,243.4895238095238,3150
2020-01-01,META,Estrato 2,NO,Estrato 2 - NO,228.2157894736842,190
2020-01-01,META,Estrato 2,SI,Estrato 2 - SI,249.67865943814687,4058
2020-01-01,META,Estrato 3,NO,Estrato 3 - NO,227.58333333333334,48
2020-01-01,META,Estrato 3,SI,Estrato 3 - SI,264.8045889101338,2615
2020-01-01,META,Sin Estrato,NO,Sin Estrato - NO,215.3015873015873,63
2020-01-01,META,Sin Estrato,SI,Sin Estrato - SI,222.8733031674208,221
2020-01-01,NARIÑO,Estrato 1,NO,Estrato 1 - NO,233.9349173553719,968
2020-01-01,NARIÑO,Estrato 1,SI,Estrato 1 - SI,248.9234608985025,7212
2020-01-01,NARIÑO,Estrato 2,NO,Estrato 2 - NO,232.44329896907217,194
2020-01-01,NARIÑO,Estrato 2,SI,Estrato 2 - SI,257.61692772739764,3639
2020-01-01,NARIÑO,Estrato 3,NO,Estrato 3 - NO,213.35714285714286,56
2020-01-01,NARIÑO,Estrato 3,SI,Estrato 3 - SI,262.5133155792277,1502
2020-01-01,NARIÑO,Sin Estrato,NO,Sin Estrato - NO,204.86290322580646,124
2020-01-01,NARIÑO,Sin Estrato,SI,Sin Estrato - SI,215.3876582278481,632
2020-01-01,NORTE SANTANDER,Estrato 1,NO,Estrato 1 - NO,233.69656488549617,524
2020-01-01,NORTE SANTANDER,Estrato 1,SI,Estrato 1 - SI,250.81413562559695,5235
2020-01-01,NORTE SANTANDER,Estrato 2,NO,Estrato 2 - NO,238.23389830508475,295
2020-01-01,NORTE SANTANDER,Estrato 2,SI,Estrato 2 - SI,259.9195341450503,5667
2020-01-01,NORTE SANTANDER,Estrato 3,NO,Estrato 3 - NO,226.07692307692307,39
2020-01-01,NORTE SANTANDER,Estrato 3,SI,Estrato 3 - SI,269.83618149675897,1697
2020-01-01,NORTE SANTANDER,Sin Estrato,NO,Sin Estrato - NO,208.69387755102042,49
2020-01-01,NORTE SANTANDER,Sin Estrato,SI,Sin Estrato - SI,224.93333333333334,195
2020-01-01,PUTUMAYO,Estrato 1,NO,Estrato 1 - NO,228.11320754716982,318
2020-01-01,PUTUMAYO,Estrato 1,SI,Estrato 1 - SI,243.35147928994084,1690
2020-01-01,PUTUMAYO,Estrato 2,NO,Estrato 2 - NO,226.06,50
2020-01-01,PUTUMAYO,Estrato 2,SI,Estrato 2 - SI,245.73652694610777,668
2020-01-01,PUTUMAYO,Estrato 3,NO,Estrato 3 - NO,216.92307692307693,13
2020-01-01,PUTUMAYO,Estrato 3,SI,Estrato 3 - SI,242.68076923076924,260
2020-01-01,PUTUMAYO,Sin Estrato,NO,Sin Estrato - NO,206.25925925925927,108
2020-01-01,PUTUMAYO,Sin Estrato,SI,Sin Estrato - SI,219.86581469648561,313
2020-01-01,QUINDIO,Estrato 1,NO,Estrato 1 - NO,225.36434108527132,129
2020-01-01,QUINDIO,Estrato 1,SI,Estrato 1 - SI,241.73626373626374,1365
2020-01-01,QUINDIO,Estrato 2,NO,Estrato 2 - NO,227.55072463768116,69
2020-01-01,QUINDIO,Estrato 2,SI,Estrato 2 - SI,252.68175454969668,2143
2020-01-01,QUINDIO,Estrato 3,NO,Estrato 3 - NO,237.14285714285714,21
2020-01-01,QUINDIO,Estrato 3,SI,Estrato 3 - SI,266.19011406844106,1315
2020-01-01,QUINDIO,Sin Estrato,NO,Sin Estrato - NO,223.46153846153845,13
2020-01-01,QUINDIO,Sin Estrato,SI,Sin Estrato - SI,221.08860759493672,79
2020-01-01,RISARALDA,Estrato 1,NO,Estrato 1 - NO,219.51269035532994,197
2020-01-01,RISARALDA,Estrato 1,SI,Estrato 1 - SI,241.50563607085346,1863
2020-01-01,RISARALDA,Estrato 2,NO,Estrato 2 - NO,227.3048780487805,164
2020-01-01,RISARALDA,Estrato 2,SI,Estrato 2 - SI,251.031718061674,3405
2020-01-01,RISARALDA,Estrato 3,NO,Estrato 3 - NO,239.32258064516128,31
2020-01-01,RISARALDA,Estrato 3,SI,Estrato 3 - SI,261.2685480200273,2197
2020-01-01,RISARALDA,Sin Estrato,NO,Sin Estrato - NO,191.25,16
2020-01-01,RISARALDA,Sin Estrato,SI,Sin Estrato - SI,214.25,88
2020-01-01,SAN ANDRES,Estrato 1,NO,Estrato 1 - NO,232.2,5
2020-01-01,SAN ANDRES,Estrato 1,SI,Estrato 1 - SI,223.9453125,128
2020-01-01,SAN ANDRES,Estrato 2,NO,Estrato 2 - NO,211.8235294117647,17
2020-01-01,SAN ANDRES,Estrato 2,SI,Estrato 2 - SI,235.6824034334764,233
2020-01-01,SAN ANDRES,Estrato 3,NO,Estrato 3 - NO,219.33333333333334,3
2020-01-01,SAN ANDRES,Estrato 3,SI,Estrato 3 - SI,249.1044776119403,134
2020-01-01,SAN ANDRES,Sin Estrato,SI,Sin Estrato - SI,214.0,12
2020-01-01,SANTANDER,Estrato 1,NO,Estrato 1 - NO,241.66904422253924,701
2020-01-01,SANTANDER,Estrato 1,SI,Estrato 1 - SI,252.72692059393157,6196
2020-01-01,SANTANDER,Estrato 2,NO,Estrato 2 - NO,242.640243902439,328
2020-01-01,SANTANDER,Estrato 2,SI,Estrato 2 - SI,263.3010523678276,7982
2020-01-01,SANTANDER,Estrato 3,NO,Estrato 3 - NO,237.91358024691357,81
2020-01-01,SANTANDER,Estrato 3,SI,Estrato 3 - SI,274.0211097708082,4974
2020-01-01,SANTANDER,Sin Estrato,NO,Sin Estrato - NO,225.83333333333334,42
2020-01-01,SANTANDER,Sin Estrato,SI,Sin Estrato - SI,237.46153846153845,299
2020-01-01,SUCRE,Estrato 1,NO,Estrato 1 - NO,216.93368237347295,573
2020-01-01,SUCRE,Estrato 1,SI,Estrato 1 - SI,238.8042832909245,4716
2020-01-01,SUCRE,Estrato 2,NO,Estrato 2 - NO,215.6637168141593,113
2020-01-01,SUCRE,Estrato 2,SI,Estrato 2 - SI,246.88075230092036,2499
2020-01-01,SUCRE,Estrato 3,NO,Estrato 3 - NO,202.1875,48
2020-01-01,SUCRE,Estrato 3,SI,Estrato 3 - SI,238.04398447606727,773
2020-01-01,SUCRE,Sin Estrato,NO,Sin Estrato - NO,199.34745762711864,118
2020-01-01,SUCRE,Sin Estrato,SI,Sin Estrato - SI,207.33196721311475,488
2020-01-01,TOLIMA,Estrato 1,NO,Estrato 1 - NO,220.58563535911603,543
2020-01-01,TOLIMA,Estrato 1,SI,Estrato 1 - SI,232.52103871122867,4159
2020-01-01,TOLIMA,Estrato 2,NO,Estrato 2 - NO,223.19942196531792,346
2020-01-01,TOLIMA,Estrato 2,SI,Estrato 2 - SI,245.08369322412508,6715
2020-01-01,TOLIMA,Estrato 3,NO,Estrato 3 - NO,222.42857142857142,63
2020-01-01,TOLIMA,Estrato 3,SI,Estrato 3 - SI,258.67123287671234,2409
2020-01-01,TOLIMA,Sin Estrato,NO,Sin Estrato - NO,204.42,50
2020-01-01,TOLIMA,Sin Estrato,SI,Sin Estrato - SI,213.4656862745098,204
2020-01-01,VALLE,Estrato 1,NO,Estrato 1 - NO,221.90753911806544,703
2020-01-01,VALLE,Estrato 1,SI,Estrato 1 - SI,238.75060253589018,9543
2020-01-01,VALLE,Estrato 2,NO,Estrato 2 - NO,221.1528384279476,458
2020-01-01,VALLE,Estrato 2,SI,Estrato 2 - SI,251.97375737438122,14747
2020-01-01,VALLE,Estrato 3,NO,Estrato 3 - NO,226.82608695652175,138
2020-01-01,VALLE,Estrato 3,SI,Estrato 3 - SI,260.9241626526269,8927
2020-01-01,VALLE,Sin Estrato,NO,Sin Estrato - NO,209.61290322580646,93
2020-01-01,VALLE,Sin Estrato,SI,Sin Estrato - SI,218.5820189274448,634
2020-01-01,VAUPES,Estrato 1,NO,Estrato 1 - NO,194.34285714285716,35
2020-01-01,VAUPES,Estrato 1,SI,Estrato 1 - SI,231.84883720930233,86
2020-01-01,VAUPES,Estrato 2,NO,Estrato 2 - NO,194.25,12
2020-01-01,VAUPES,Estrato 2,SI,Estrato 2 - SI,224.93333333333334,30
2020-01-01,VAUPES,Estrato 3,NO,Estrato 3 - NO,189.22222222222223,9
2020-01-01,VAUPES,Estrato 3,SI,Estrato 3 - SI,214.16666666666666,18
2020-01-01,VAUPES,Sin Estrato,NO,Sin Estrato - NO,196.05128205128204,39
2020-01-01,VAUPES,Sin Estrato,SI,Sin Estrato - SI,196.16666666666666,42
2020-01-01,VICHADA,Estrato 1,NO,Estrato 1 - NO,232.02631578947367,38
2020-01-01,VICHADA,Estrato 1,SI,Estrato 1 - SI,232.88524590163934,183
2020-01-01,VICHADA,Estrato 2,NO,Estrato 2 - NO,219.55555555555554,9
2020-01-01,VICHADA,Estrato 2,SI,Estrato 2 - SI,225.710843373494,83
2020-01-01,VICHADA,Estrato 3,NO,Estrato 3 - NO,194.5,4
2020-01-01,VICHADA,Estrato 3,SI,Estrato 3 - SI,230.52083333333334,48
2020-01-01,VICHADA,Sin Estrato,NO,Sin Estrato - NO,197.3,30
2020-01-01,VICHADA,Sin Estrato,SI,Sin Estrato - SI,206.22222222222223,72
